Date,S&P 500,NASDAQ,Dow Jones
1985-01-01 00:00:00-05:00,179.6300048828125,278.70001220703125,
1985-02-01 00:00:00-05:00,181.17999267578125,284.20001220703125,
1985-03-01 00:00:00-05:00,180.66000366210938,279.20001220703125,
1985-04-01 00:00:00-05:00,179.8300018310547,280.6000061035156,
1985-05-01 00:00:00-04:00,189.5500030517578,290.79998779296875,
1985-06-01 00:00:00-04:00,191.85000610351562,296.20001220703125,
1985-07-01 00:00:00-04:00,190.9199981689453,301.29998779296875,
1985-08-01 00:00:00-04:00,188.6300048828125,297.70001220703125,
1985-09-01 00:00:00-04:00,182.0800018310547,280.29998779296875,
1985-10-01 00:00:00-04:00,189.82000732421875,292.5,
1985-11-01 00:00:00-05:00,202.1699981689453,314.0,
1985-12-01 00:00:00-05:00,211.27999877929688,324.8999938964844,
1986-01-01 00:00:00-05:00,211.77999877929688,335.79998779296875,
1986-02-01 00:00:00-05:00,226.9199981689453,359.5,
1986-03-01 00:00:00-05:00,238.89999389648438,374.70001220703125,
1986-04-01 00:00:00-05:00,235.52000427246094,383.20001220703125,
1986-05-01 00:00:00-04:00,247.35000610351562,400.20001220703125,
1986-06-01 00:00:00-04:00,250.83999633789062,405.5,
1986-07-01 00:00:00-04:00,236.1199951171875,371.3999938964844,
1986-08-01 00:00:00-04:00,252.92999267578125,382.8999938964844,
1986-09-01 00:00:00-04:00,231.32000732421875,350.70001220703125,
1986-10-01 00:00:00-04:00,243.97999572753906,360.79998779296875,
1986-11-01 00:00:00-05:00,249.22000122070312,359.6000061035156,
1986-12-01 00:00:00-05:00,242.1699981689453,348.79998779296875,
1987-01-01 00:00:00-05:00,274.0799865722656,392.1000061035156,
1987-02-01 00:00:00-05:00,284.20001220703125,425.0,
1987-03-01 00:00:00-05:00,291.70001220703125,430.1000061035156,
1987-04-01 00:00:00-05:00,288.3599853515625,417.79998779296875,
